Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Ankr Staked ETH USD,ANKRETH-USD,2022-12-18,1169.1302490234375,1175.1153564453125,1157.2672119140625,1165.2188720703125,1165.2188720703125,19395
Ankr Staked ETH USD,ANKRETH-USD,2022-12-19,1165.2188720703125,1174.0159912109375,1140.2835693359375,1147.38720703125,1147.38720703125,22255
Ankr Staked ETH USD,ANKRETH-USD,2022-12-20,1147.38720703125,1222.2890625,1145.54541015625,1220.9246826171875,1220.9246826171875,139990
Ankr Staked ETH USD,ANKRETH-USD,2022-12-21,1220.7890625,1234.1414794921875,1209.4638671875,1223.1097412109375,1223.1097412109375,159063
Ankr Staked ETH USD,ANKRETH-USD,2022-12-22,1223.17626953125,1230.68115234375,1191.47998046875,1221.499267578125,1221.499267578125,140287
Ankr Staked ETH USD,ANKRETH-USD,2022-12-23,1221.555419921875,1236.54443359375,1219.3515625,1224.7454833984375,1224.7454833984375,84731
Ankr Staked ETH USD,ANKRETH-USD,2022-12-24,1224.808837890625,1225.79248046875,1217.1544189453125,1221.631591796875,1221.631591796875,6026
Ankr Staked ETH USD,ANKRETH-USD,2022-12-25,1221.631591796875,1224.006591796875,1204.1688232421875,1219.478515625,1219.478515625,75
Ankr Staked ETH USD,ANKRETH-USD,2022-12-26,1219.466796875,1226.0858154296875,1213.2332763671875,1226.0858154296875,1226.0858154296875,16737
Ankr Staked ETH USD,ANKRETH-USD,2022-12-27,1226.1502685546875,1229.5181884765625,1202.923095703125,1206.2423095703125,1206.2423095703125,36688
Ankr Staked ETH USD,ANKRETH-USD,2022-12-28,1206.241455078125,1206.491943359375,1142.134765625,1153.146728515625,1153.146728515625,227945
Ankr Staked ETH USD,ANKRETH-USD,2022-12-29,1153.146728515625,1202.9881591796875,1151.484375,1189.074462890625,1189.074462890625,110033
Ankr Staked ETH USD,ANKRETH-USD,2022-12-30,1189.074462890625,1189.244384765625,1154.4332275390625,1158.94775390625,1158.94775390625,288
Ankr Staked ETH USD,ANKRETH-USD,2022-12-31,1159.2490234375,1165.27783203125,1154.6663818359375,1156.38818359375,1156.38818359375,5312
Ankr Staked ETH USD,ANKRETH-USD,2023-01-01,1156.355224609375,1165.795654296875,1152.673828125,1163.3597412109375,1163.3597412109375,22500
Ankr Staked ETH USD,ANKRETH-USD,2023-01-02,1163.3597412109375,1189.308349609375,1157.831298828125,1187.1951904296875,1187.1951904296875,67676
Ankr Staked ETH USD,ANKRETH-USD,2023-01-03,1186.9134521484375,1221.00732421875,1186.6727294921875,1218.75,1218.75,223379
Ankr Staked ETH USD,ANKRETH-USD,2023-01-04,1218.75,1267.166748046875,1217.14208984375,1254.9190673828125,1254.9190673828125,1850
Ankr Staked ETH USD,ANKRETH-USD,2023-01-05,1254.551513671875,1301.6488037109375,1251.198486328125,1292.521484375,1292.521484375,437100
Ankr Staked ETH USD,ANKRETH-USD,2023-01-06,1292.535888671875,1313.37353515625,1278.8516845703125,1309.414306640625,1309.414306640625,0
Ankr Staked ETH USD,ANKRETH-USD,2023-01-07,1309.4122314453125,1310.5657958984375,1263.072998046875,1264.3905029296875,1264.3905029296875,64262
Ankr Staked ETH USD,ANKRETH-USD,2023-01-08,1264.9613037109375,1305.0924072265625,1260.5718994140625,1298.1461181640625,1298.1461181640625,282222
