Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Bomb Money USD,BSHARE-USD,2021-12-10,4858.42333984375,5414.58056640625,4221.83447265625,4221.83447265625,4221.83447265625,18042184
Bomb Money USD,BSHARE-USD,2021-12-11,4214.345703125,4754.52392578125,1368.6954345703125,2807.661865234375,2807.661865234375,21644637
Bomb Money USD,BSHARE-USD,2021-12-12,2807.031982421875,2839.607421875,1639.69482421875,1769.23681640625,1769.23681640625,17797501
Bomb Money USD,BSHARE-USD,2021-12-13,1769.3011474609375,1860.8409423828125,715.2583618164062,874.7691040039062,874.7691040039062,7882925
Bomb Money USD,BSHARE-USD,2021-12-14,874.3710327148438,1505.3564453125,833.38232421875,977.7048950195312,977.7048950195312,5443577
Bomb Money USD,BSHARE-USD,2021-12-15,965.3182373046876,1055.9844970703125,734.2433471679688,802.6043701171875,802.6043701171875,3800988
Bomb Money USD,BSHARE-USD,2021-12-16,802.8540649414062,836.2380981445312,596.4025268554688,596.4025268554688,596.4025268554688,2070543
Bomb Money USD,BSHARE-USD,2021-12-17,596.3695678710938,619.681640625,415.4454650878906,427.9254760742188,427.9254760742188,1498447
Bomb Money USD,BSHARE-USD,2021-12-18,427.6676635742188,514.0205688476562,398.5392761230469,467.1901245117188,467.1901245117188,1034166
Bomb Money USD,BSHARE-USD,2021-12-19,467.242919921875,779.3302001953125,463.009521484375,778.6181030273438,778.6181030273438,1854770
Bomb Money USD,BSHARE-USD,2021-12-20,778.3468017578125,1575.4510498046875,758.37060546875,1264.1165771484375,1264.1165771484375,5176337
Bomb Money USD,BSHARE-USD,2021-12-21,1264.8458251953125,1489.3956298828125,1156.821533203125,1157.490478515625,1157.490478515625,5377047
Bomb Money USD,BSHARE-USD,2021-12-22,1156.5291748046875,1162.01611328125,613.5516967773438,628.7681884765625,628.7681884765625,3363723
Bomb Money USD,BSHARE-USD,2021-12-23,632.7608032226562,788.8966064453125,578.6206665039062,779.8383178710938,779.8383178710938,2957279
Bomb Money USD,BSHARE-USD,2021-12-24,780.4459228515625,933.89404296875,769.8773803710938,882.7750854492188,882.7750854492188,2173127
Bomb Money USD,BSHARE-USD,2021-12-25,880.7842407226562,930.2176513671876,800.590087890625,819.9489135742188,819.9489135742188,1959804
Bomb Money USD,BSHARE-USD,2021-12-26,821.3074340820312,822.8535766601562,703.685791015625,734.3822631835938,734.3822631835938,1370287
Bomb Money USD,BSHARE-USD,2021-12-27,733.3655395507812,920.9846801757812,707.0804443359375,837.5479736328125,837.5479736328125,1431275
Bomb Money USD,BSHARE-USD,2021-12-28,836.461669921875,836.461669921875,660.178955078125,662.0724487304688,662.0724487304688,1310189
Bomb Money USD,BSHARE-USD,2021-12-29,660.2391357421875,701.138916015625,551.939208984375,554.6527099609375,554.6527099609375,747053
Bomb Money USD,BSHARE-USD,2021-12-30,555.2205810546875,599.3223876953125,475.2071838378906,476.34417724609375,476.34417724609375,766690
Bomb Money USD,BSHARE-USD,2021-12-31,475.6790161132813,513.75634765625,439.89202880859375,464.2102661132813,464.2102661132813,1061744
Bomb Money USD,BSHARE-USD,2022-01-01,464.2102661132813,651.1886596679688,462.8329162597656,588.0400390625,588.0400390625,1442226
Bomb Money USD,BSHARE-USD,2022-01-02,588.0400390625,600.4429931640625,514.2970581054688,524.413330078125,524.413330078125,1120590
Bomb Money USD,BSHARE-USD,2022-01-03,524.413330078125,571.5093383789062,484.7579650878906,510.8653259277344,510.8653259277344,1026362
Bomb Money USD,BSHARE-USD,2022-01-04,510.8653259277344,718.429443359375,481.579345703125,705.9797973632812,705.9797973632812,2369619
Bomb Money USD,BSHARE-USD,2022-01-05,705.9797973632812,753.8345336914062,622.0465087890625,641.0799560546875,641.0799560546875,2306905
Bomb Money USD,BSHARE-USD,2022-01-06,641.0799560546875,795.3074340820312,551.140869140625,795.3074340820312,795.3074340820312,1488216
Bomb Money USD,BSHARE-USD,2022-01-07,795.3074340820312,1066.2464599609375,784.7982177734375,1027.820556640625,1027.820556640625,2071653
Bomb Money USD,BSHARE-USD,2022-01-08,1027.820556640625,1103.199462890625,719.7927856445312,795.512939453125,795.512939453125,2414774
Bomb Money USD,BSHARE-USD,2022-01-09,795.512939453125,815.019287109375,678.7814331054688,678.7814331054688,678.7814331054688,1780265
Bomb Money USD,BSHARE-USD,2022-01-10,678.7814331054688,818.353271484375,648.0384521484375,818.353271484375,818.353271484375,1602522
Bomb Money USD,BSHARE-USD,2022-01-11,818.353271484375,912.0377807617188,770.6517944335938,785.4221801757812,785.4221801757812,1922163
Bomb Money USD,BSHARE-USD,2022-01-12,785.4221801757812,824.4564208984375,673.45068359375,677.2313232421875,677.2313232421875,1597868
Bomb Money USD,BSHARE-USD,2022-01-13,677.2313232421875,742.797119140625,600.645751953125,643.2944946289062,643.2944946289062,2198423
Bomb Money USD,BSHARE-USD,2022-01-14,643.2944946289062,772.4760131835938,626.9012451171875,719.5194091796875,719.5194091796875,1794733
Bomb Money USD,BSHARE-USD,2022-01-15,719.5194091796875,841.559326171875,695.1995239257812,695.1995239257812,695.1995239257812,1946102
Bomb Money USD,BSHARE-USD,2022-01-16,695.1995239257812,726.350341796875,616.2622680664062,680.3370361328125,680.3370361328125,2229428
Bomb Money USD,BSHARE-USD,2022-01-17,680.3370361328125,696.047607421875,543.3744506835938,602.7455444335938,602.7455444335938,1684368
Bomb Money USD,BSHARE-USD,2022-01-18,602.7455444335938,621.788330078125,513.0074462890625,544.6083984375,544.6083984375,1810877
Bomb Money USD,BSHARE-USD,2022-01-19,544.6083984375,588.2101440429688,505.3842468261719,506.3764953613281,506.3764953613281,1847123
Bomb Money USD,BSHARE-USD,2022-01-20,506.3764953613281,571.197509765625,438.1812133789063,445.7684020996094,445.7684020996094,1299283
Bomb Money USD,BSHARE-USD,2022-01-21,445.7684020996094,451.1163024902344,293.5577697753906,301.3722229003906,301.3722229003906,1188090
Bomb Money USD,BSHARE-USD,2022-01-22,301.3722229003906,304.3540344238281,221.1393585205078,224.7390594482422,224.7390594482422,946964
Bomb Money USD,BSHARE-USD,2022-01-23,224.7390594482422,385.8442687988281,223.61602783203125,368.4736022949219,368.4736022949219,1111156
Bomb Money USD,BSHARE-USD,2022-01-24,368.4736022949219,368.5730590820313,290.0464172363281,306.4512634277344,306.4512634277344,814095
Bomb Money USD,BSHARE-USD,2022-01-25,306.4512634277344,321.63250732421875,287.0173645019531,289.5237731933594,289.5237731933594,404568
Bomb Money USD,BSHARE-USD,2022-01-26,289.5237731933594,323.2113647460937,280.8788757324219,286.42681884765625,286.42681884765625,510727
Bomb Money USD,BSHARE-USD,2022-01-27,286.42681884765625,300.2145080566406,269.9659118652344,293.1875915527344,293.1875915527344,433620
Bomb Money USD,BSHARE-USD,2022-01-28,293.1875915527344,294.9103088378906,256.7188720703125,256.976806640625,256.976806640625,264743
Bomb Money USD,BSHARE-USD,2022-01-29,256.976806640625,300.716552734375,256.7709350585937,299.4140319824219,299.4140319824219,436100
Bomb Money USD,BSHARE-USD,2022-01-30,299.4140319824219,364.351806640625,298.1300964355469,341.28106689453125,341.28106689453125,972211
Bomb Money USD,BSHARE-USD,2022-01-31,341.28106689453125,436.6340942382813,295.2707824707031,307.2947692871094,307.2947692871094,1140927
Bomb Money USD,BSHARE-USD,2022-02-01,307.2947692871094,310.9949645996094,275.6239318847656,281.0482788085937,281.0482788085937,762283
Bomb Money USD,BSHARE-USD,2022-02-02,281.0482788085937,281.33154296875,226.9761657714844,231.14993286132807,231.14993286132807,483745
Bomb Money USD,BSHARE-USD,2022-02-03,231.14993286132807,248.8966064453125,218.16067504882807,247.5138092041016,247.5138092041016,554158
Bomb Money USD,BSHARE-USD,2022-02-04,247.5138092041016,289.71490478515625,246.09664916992188,282.7590637207031,282.7590637207031,650231
Bomb Money USD,BSHARE-USD,2022-02-05,282.7590637207031,307.1146545410156,282.46142578125,286.9218139648437,286.9218139648437,475090
Bomb Money USD,BSHARE-USD,2022-02-06,286.9218139648437,289.8091125488281,247.7046813964844,251.372314453125,251.372314453125,374333
Bomb Money USD,BSHARE-USD,2022-02-07,251.372314453125,262.953369140625,247.5355987548828,257.14697265625,257.14697265625,348046
Bomb Money USD,BSHARE-USD,2022-02-08,257.14697265625,259.3168029785156,216.9749298095703,225.8309631347656,225.8309631347656,369495
Bomb Money USD,BSHARE-USD,2022-02-09,225.8309631347656,230.9024658203125,206.1230010986328,222.1973114013672,222.1973114013672,488975
Bomb Money USD,BSHARE-USD,2022-02-10,222.1973114013672,245.40269470214844,209.8544006347656,225.46502685546875,225.46502685546875,640871
Bomb Money USD,BSHARE-USD,2022-02-11,225.46502685546875,226.915267944336,200.4454345703125,211.0190277099609,211.0190277099609,481498
Bomb Money USD,BSHARE-USD,2022-02-12,211.0190277099609,211.46620178222656,164.43653869628906,189.38479614257807,189.38479614257807,407678
Bomb Money USD,BSHARE-USD,2022-02-13,189.38479614257807,194.02346801757807,171.38845825195312,171.38845825195312,171.38845825195312,388198
Bomb Money USD,BSHARE-USD,2022-02-14,171.38845825195312,193.06268310546875,165.41488647460938,190.8628692626953,190.8628692626953,303586
Bomb Money USD,BSHARE-USD,2022-02-15,190.8628692626953,212.1757354736328,190.294677734375,206.3993225097656,206.3993225097656,674717
Bomb Money USD,BSHARE-USD,2022-02-16,206.3993225097656,252.095458984375,197.4813690185547,249.893783569336,249.893783569336,739233
Bomb Money USD,BSHARE-USD,2022-02-17,249.893783569336,250.18429565429688,181.6436767578125,191.8212127685547,191.8212127685547,647411
Bomb Money USD,BSHARE-USD,2022-02-18,191.8212127685547,192.2573699951172,175.03709411621094,176.211669921875,176.211669921875,242976
Bomb Money USD,BSHARE-USD,2022-02-19,176.211669921875,205.6968536376953,174.75376892089844,181.05661010742188,181.05661010742188,421470
Bomb Money USD,BSHARE-USD,2022-02-20,181.05661010742188,192.06993103027344,163.13577270507812,177.62857055664062,177.62857055664062,780233
Bomb Money USD,BSHARE-USD,2022-02-21,177.62857055664062,184.55186462402344,162.75735473632812,177.9509735107422,177.9509735107422,712768
Bomb Money USD,BSHARE-USD,2022-02-22,177.9509735107422,179.79458618164062,161.01156616210938,162.88510131835938,162.88510131835938,488523
Bomb Money USD,BSHARE-USD,2022-02-23,162.88510131835938,168.08888244628906,156.36358642578125,157.52247619628906,157.52247619628906,383273
Bomb Money USD,BSHARE-USD,2022-02-24,157.52247619628906,157.52247619628906,138.49671936035156,147.6441192626953,147.6441192626953,332898
Bomb Money USD,BSHARE-USD,2022-02-25,147.6441192626953,150.2054901123047,140.2693328857422,141.95704650878906,141.95704650878906,192497
Bomb Money USD,BSHARE-USD,2022-02-26,141.95704650878906,145.39187622070312,94.9849853515625,110.25827026367188,110.25827026367188,884331
Bomb Money USD,BSHARE-USD,2022-02-27,110.25827026367188,110.77234649658205,96.39701080322266,100.35749053955078,100.35749053955078,887725
Bomb Money USD,BSHARE-USD,2022-02-28,100.35749053955078,111.61743927001952,98.8634796142578,105.62088012695312,105.62088012695312,244926
Bomb Money USD,BSHARE-USD,2022-03-01,105.62088012695312,111.56966400146484,105.53925323486328,108.70162963867188,108.70162963867188,184996
