Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
JOE USD,JOE-USD,2021-08-27,1.814386010169983,2.4624691009521484,1.5750770568847656,2.2143800258636475,2.2143800258636475,178866
JOE USD,JOE-USD,2021-08-28,2.217012882232666,2.5676510334014893,1.689257025718689,1.994765996932984,1.994765996932984,221476
JOE USD,JOE-USD,2021-08-29,2.023524045944214,2.6546630859375,1.904850006103516,2.578691005706787,2.578691005706787,199945
JOE USD,JOE-USD,2021-08-30,2.569528102874756,2.5701000690460205,1.1401820182800293,1.1972509622573853,1.1972509622573853,229528
JOE USD,JOE-USD,2021-08-31,1.3206709623336792,1.7253930568695068,1.0861380100250244,1.1039890050888062,1.1039890050888062,126471
JOE USD,JOE-USD,2021-09-01,1.1025129556655884,1.5852080583572388,1.0170270204544067,1.4659539461135864,1.4659539461135864,16941291
JOE USD,JOE-USD,2021-09-02,1.4565969705581665,2.3402440547943115,1.3927229642868042,1.96499502658844,1.96499502658844,41818658
JOE USD,JOE-USD,2021-09-03,1.975574016571045,2.068056106567383,1.7192529439926147,1.7936890125274658,1.7936890125274658,8713296
JOE USD,JOE-USD,2021-09-04,1.785053014755249,2.8630990982055664,1.7501189708709717,1.8670059442520144,1.8670059442520144,8966144
JOE USD,JOE-USD,2021-09-05,1.8455129861831665,2.0068180561065674,1.612377047538757,1.7901190519332886,1.7901190519332886,7547637
JOE USD,JOE-USD,2021-09-06,1.7900680303573608,1.8938180208206177,1.42917799949646,1.5569920539855957,1.5569920539855957,7124576
JOE USD,JOE-USD,2021-09-07,1.5570509433746338,1.6185890436172483,1.0175470113754272,1.2319949865341189,1.2319949865341189,17104779
JOE USD,JOE-USD,2021-09-08,1.2317830324172974,1.311516046524048,0.9917809963226318,1.234644055366516,1.234644055366516,10930796
JOE USD,JOE-USD,2021-09-09,1.169942021369934,1.5785499811172483,1.1464250087738037,1.4112440347671509,1.4112440347671509,12651388
JOE USD,JOE-USD,2021-09-10,1.4111260175704956,1.6497410535812378,1.288416028022766,1.6167429685592651,1.6167429685592651,11167700
JOE USD,JOE-USD,2021-09-11,1.6176700592041016,2.491446018218994,1.6176700592041016,2.336467981338501,2.336467981338501,14691618
JOE USD,JOE-USD,2021-09-12,2.3338160514831543,2.5024609565734863,1.9606080055236816,2.266127109527588,2.266127109527588,25187665
JOE USD,JOE-USD,2021-09-13,2.2657411098480225,2.265768051147461,1.5997129678726196,1.9155999422073364,1.9155999422073364,16271010
JOE USD,JOE-USD,2021-09-14,1.917045950889588,2.188736915588379,1.7913769483566284,1.8359049558639529,1.8359049558639529,10757162
JOE USD,JOE-USD,2021-09-15,1.8358620405197144,2.420140027999878,1.8358620405197144,2.2798240184783936,2.2798240184783936,13426915
JOE USD,JOE-USD,2021-09-16,2.280057907104492,3.52512001991272,2.2533159255981445,3.120013952255249,3.120013952255249,26584840
JOE USD,JOE-USD,2021-09-17,3.1201388835906982,3.196377992630005,2.6133899688720703,3.05068302154541,3.05068302154541,18498883
JOE USD,JOE-USD,2021-09-18,3.003159999847412,3.3183090686798096,2.801192045211792,2.9004271030426025,2.9004271030426025,18000406
JOE USD,JOE-USD,2021-09-19,2.900193929672241,3.881978034973145,2.656661033630371,3.2751588821411133,3.2751588821411133,26020487
JOE USD,JOE-USD,2021-09-20,3.2756268978118896,3.524768114089966,2.3077430725097656,2.5041980743408203,2.5041980743408203,34252743
JOE USD,JOE-USD,2021-09-21,2.501384973526001,3.388015031814575,2.3565750122070312,2.961090087890625,2.961090087890625,35497760
JOE USD,JOE-USD,2021-09-22,2.961482048034668,4.52744197845459,2.8807880878448486,4.320728778839111,4.320728778839111,41809190
JOE USD,JOE-USD,2021-09-23,4.320786952972412,4.499321937561035,3.8037109375,4.167373180389404,4.167373180389404,23499290
JOE USD,JOE-USD,2021-09-24,4.167274951934815,4.222358226776123,3.404171943664551,4.044437885284424,4.044437885284424,22538524
JOE USD,JOE-USD,2021-09-25,4.044268131256104,4.044681072235107,3.337258100509644,3.563040018081665,3.563040018081665,19263369
JOE USD,JOE-USD,2021-09-26,3.5630650520324707,3.778850078582764,3.056236982345581,3.657098054885864,3.657098054885864,19480010
JOE USD,JOE-USD,2021-09-27,3.658138036727905,4.400293827056885,3.657679080963135,3.961085081100464,3.961085081100464,16135838
JOE USD,JOE-USD,2021-09-28,3.956773996353149,4.045680999755859,3.2774009704589844,3.4371070861816406,3.4371070861816406,26659666
JOE USD,JOE-USD,2021-09-29,3.436490058898926,3.907151937484741,3.0991249084472656,3.2324180603027344,3.2324180603027344,30732990
JOE USD,JOE-USD,2021-09-30,3.232422113418579,3.647847890853882,2.899940013885498,3.1898510456085205,3.1898510456085205,24481311
JOE USD,JOE-USD,2021-10-01,3.189779043197632,3.498164892196656,2.822187900543213,3.1705210208892822,3.1705210208892822,18031695
JOE USD,JOE-USD,2021-10-02,3.1708409786224365,3.304425001144409,2.900532960891724,2.900532960891724,2.900532960891724,15556148
JOE USD,JOE-USD,2021-10-03,2.9498140811920166,2.980247974395752,2.691431999206543,2.916508913040161,2.916508913040161,14132767
JOE USD,JOE-USD,2021-10-04,2.916363000869751,2.9450759887695312,2.6004910469055176,2.640453100204468,2.640453100204468,10785620
JOE USD,JOE-USD,2021-10-05,2.62333607673645,2.7594668865203857,2.303481101989746,2.371891021728516,2.371891021728516,25429730
JOE USD,JOE-USD,2021-10-06,2.4145379066467285,2.494230031967163,1.901648998260498,2.294063091278076,2.294063091278076,28471191
JOE USD,JOE-USD,2021-10-07,2.29383397102356,2.877984046936035,2.2005109786987305,2.6488280296325684,2.6488280296325684,22845476
JOE USD,JOE-USD,2021-10-08,2.655914068222046,2.840343952178955,2.3403029441833496,2.4502549171447754,2.4502549171447754,19332440
JOE USD,JOE-USD,2021-10-09,2.4503819942474365,2.520745038986206,2.2299458980560303,2.2511439323425293,2.2511439323425293,11237849
JOE USD,JOE-USD,2021-10-10,2.250549077987671,2.319493055343628,2.0103890895843506,2.059401035308838,2.059401035308838,13692943
JOE USD,JOE-USD,2021-10-11,2.0596039295196533,2.2539310455322266,1.6110559701919556,1.6669410467147827,1.6669410467147827,29237408
JOE USD,JOE-USD,2021-10-12,1.6941800117492676,1.88742995262146,1.4262210130691528,1.8653550148010247,1.8653550148010247,31873857
JOE USD,JOE-USD,2021-10-13,1.865123987197876,2.0594630241394043,1.7184959650039673,1.968642950057984,1.968642950057984,24145016
JOE USD,JOE-USD,2021-10-14,1.968569040298462,2.02492904663086,1.7782299518585205,1.8229809999465945,1.8229809999465945,7843477
JOE USD,JOE-USD,2021-10-15,1.822970032691956,2.0477609634399414,1.5494120121002195,1.9982539415359497,1.9982539415359497,19679834
JOE USD,JOE-USD,2021-10-16,1.9981310367584229,2.4691250324249268,1.988716006278992,2.2898740768432617,2.2898740768432617,16758589
JOE USD,JOE-USD,2021-10-17,2.2898271083831787,2.460390090942383,1.9518699645996087,2.395715951919556,2.395715951919556,16734935
JOE USD,JOE-USD,2021-10-18,2.4130289554595947,2.951324939727783,2.4130289554595947,2.709887981414795,2.709887981414795,28228515
JOE USD,JOE-USD,2021-10-19,2.709772109985352,3.0488390922546387,2.6619579792022705,2.96399998664856,2.96399998664856,15625125
JOE USD,JOE-USD,2021-10-20,2.96528697013855,2.975851058959961,2.66909408569336,2.836920022964477,2.836920022964477,14856884
JOE USD,JOE-USD,2021-10-21,2.837975025177002,3.411972999572754,2.822972059249878,3.0935869216918945,3.0935869216918945,27232534
JOE USD,JOE-USD,2021-10-22,3.0912299156188965,3.3603830337524414,2.795766115188598,2.945831060409546,2.945831060409546,26108219
JOE USD,JOE-USD,2021-10-23,2.945789098739624,2.956850051879883,2.568624973297119,2.661900043487549,2.661900043487549,17641699
JOE USD,JOE-USD,2021-10-24,2.6613190174102783,2.816718101501465,2.5457561016082764,2.7795870304107666,2.7795870304107666,14446951
JOE USD,JOE-USD,2021-10-25,2.776215076446533,3.332956075668335,2.776215076446533,3.332328081130981,3.332328081130981,28587698
JOE USD,JOE-USD,2021-10-26,3.332925081253052,3.5750110149383545,3.166470050811768,3.1939079761505127,3.1939079761505127,33582188
JOE USD,JOE-USD,2021-10-27,3.19844388961792,3.240269899368286,2.6817779541015625,2.729897975921631,2.729897975921631,28333754
JOE USD,JOE-USD,2021-10-28,2.72962498664856,2.997967004776001,2.722507953643799,2.9289920330047607,2.9289920330047607,15819593
JOE USD,JOE-USD,2021-10-29,2.9291698932647705,3.054528951644897,2.7031381130218506,2.754348993301392,2.754348993301392,13960390
JOE USD,JOE-USD,2021-10-30,2.7544140815734863,2.7544140815734863,2.358362913131714,2.464790105819702,2.464790105819702,17288206
JOE USD,JOE-USD,2021-10-31,2.464876890182495,2.639344930648804,2.2687408924102783,2.5466830730438232,2.5466830730438232,16828166
JOE USD,JOE-USD,2021-11-01,2.546648025512696,2.6668050289154053,2.386006116867065,2.5191519260406494,2.5191519260406494,12101702
JOE USD,JOE-USD,2021-11-02,2.5189011096954346,2.5852959156036377,2.325557947158813,2.464247941970825,2.464247941970825,127281638
JOE USD,JOE-USD,2021-11-03,2.464301109313965,3.0377309322357178,2.4405579566955566,3.0377309322357178,3.0377309322357178,21846285
JOE USD,JOE-USD,2021-11-04,3.038109064102173,3.242314100265503,2.855539083480835,3.2076239585876465,3.2076239585876465,30823626
