Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
S.Finance USD,SFG-USD,2020-09-26,0.0,12.735353469848633,0.0,9.144209861755373,9.144209861755373,0
S.Finance USD,SFG-USD,2020-09-27,9.140416145324709,9.284015655517578,6.60896110534668,7.048079013824463,7.048079013824463,0
S.Finance USD,SFG-USD,2020-09-28,7.048072814941406,7.085853099822998,4.881161212921143,5.020543098449707,5.020543098449707,0
S.Finance USD,SFG-USD,2020-09-29,5.020546913146973,5.5390448570251465,4.092115879058838,4.104502201080322,4.104502201080322,0
S.Finance USD,SFG-USD,2020-09-30,4.104504108428955,4.119519233703613,2.638447999954224,2.6481521129608154,2.6481521129608154,162333
S.Finance USD,SFG-USD,2020-10-01,2.630826950073242,2.9065260887146,2.481262922286988,2.553256034851074,2.553256034851074,82777
S.Finance USD,SFG-USD,2020-10-02,2.5561490058898926,2.5675179958343506,1.884168028831482,1.932175040245056,1.932175040245056,69136
S.Finance USD,SFG-USD,2020-10-03,1.9319080114364624,1.9334709644317627,1.8520400524139404,1.873373031616211,1.873373031616211,21345
S.Finance USD,SFG-USD,2020-10-04,1.873373985290528,1.882516980171204,1.7113959789276123,1.7114020586013794,1.7114020586013794,32629
S.Finance USD,SFG-USD,2020-10-05,1.7114020586013794,1.8605530261993408,1.6776909828186035,1.7023249864578247,1.7023249864578247,29229
S.Finance USD,SFG-USD,2020-10-06,1.7017970085144043,1.704321026802063,1.1832410097122192,1.1876879930496216,1.1876879930496216,31551
S.Finance USD,SFG-USD,2020-10-07,1.1876879930496216,1.2139190435409546,1.080320954322815,1.1202510595321655,1.1202510595321655,17871
S.Finance USD,SFG-USD,2020-10-08,1.120255947113037,1.1832170486450195,1.087934970855713,1.156116008758545,1.156116008758545,24511
S.Finance USD,SFG-USD,2020-10-09,1.156116962432861,1.2677439451217651,1.0399349927902222,1.1481510400772097,1.1481510400772097,34560
S.Finance USD,SFG-USD,2020-10-10,1.1487009525299072,1.3874009847640991,1.1296149492263794,1.3769019842147827,1.3769019842147827,20522
S.Finance USD,SFG-USD,2020-10-11,1.3769019842147827,1.6744990348815918,1.308629035949707,1.6224019527435305,1.6224019527435305,43706
S.Finance USD,SFG-USD,2020-10-12,1.622400999069214,1.681758999824524,1.5705440044403076,1.624122977256775,1.624122977256775,23037
S.Finance USD,SFG-USD,2020-10-13,1.6241240501403809,1.6556349992752075,0.8782600164413452,0.8803769946098328,0.8803769946098328,72
S.Finance USD,SFG-USD,2020-10-14,0.879269003868103,0.9055070281028748,0.7077720165252686,0.9033089876174928,0.9033089876174928,35
S.Finance USD,SFG-USD,2020-10-15,0.9033089876174928,1.0535260438919067,0.7607660293579102,1.0399270057678225,1.0399270057678225,40
S.Finance USD,SFG-USD,2020-10-16,1.0399270057678225,1.041293978691101,0.7641749978065491,0.7646999955177307,0.7646999955177307,35
S.Finance USD,SFG-USD,2020-10-17,0.7646999955177307,0.7732639908790588,0.7642989754676819,0.7699360251426697,0.7699360251426697,6
S.Finance USD,SFG-USD,2020-10-18,0.7691490054130554,0.7727479934692383,0.7642490267753601,0.765999972820282,0.765999972820282,6
S.Finance USD,SFG-USD,2020-10-19,0.765999972820282,0.7738569974899292,0.7641459703445435,0.7728589773178101,0.7728589773178101,6
S.Finance USD,SFG-USD,2020-10-20,0.7728589773178101,0.7740709781646729,0.764162003993988,0.765854001045227,0.765854001045227,6
S.Finance USD,SFG-USD,2020-10-21,0.765949010848999,0.9472860097885132,0.7646430134773254,0.8572739958763123,0.8572739958763123,27839
S.Finance USD,SFG-USD,2020-10-22,0.8572750091552734,0.8589829802513123,0.8148940205574036,0.8383979797363281,0.8383979797363281,16093
S.Finance USD,SFG-USD,2020-10-23,0.8383979797363281,1.014773964881897,0.7666209936141968,1.012665033340454,1.012665033340454,8
S.Finance USD,SFG-USD,2020-10-24,1.012665033340454,1.0159310102462769,0.7467190027236938,0.773285984992981,0.773285984992981,8281
S.Finance USD,SFG-USD,2020-10-25,0.7732750177383423,0.7742379903793335,0.7538120150566101,0.7543330192565918,0.7543330192565918,6731
