Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
IOST USD,IOST-USD,2018-01-16,0.0235249996185302,0.0290040001273155,0.0191680006682872,0.0266280006617307,0.0266280006617307,98024200
IOST USD,IOST-USD,2018-01-17,0.0269649997353553,0.0307310000061988,0.018877999857068,0.0269969999790191,0.0269969999790191,113277000
IOST USD,IOST-USD,2018-01-18,0.0276399999856948,0.0385389998555183,0.0246050003916025,0.0374800004065036,0.0374800004065036,143292992
IOST USD,IOST-USD,2018-01-19,0.0372169986367225,0.0426510013639926,0.0307769998908042,0.0407320000231266,0.0407320000231266,154512992
IOST USD,IOST-USD,2018-01-20,0.0409849993884563,0.0469209998846054,0.0392769984900951,0.0452999994158744,0.0452999994158744,162727008
IOST USD,IOST-USD,2018-01-21,0.0453080013394355,0.0453080013394355,0.032549001276493,0.0348140001296997,0.0348140001296997,65779900
IOST USD,IOST-USD,2018-01-22,0.0354240015149116,0.039071001112461,0.0279249995946884,0.0319500006735324,0.0319500006735324,96426600
IOST USD,IOST-USD,2018-01-23,0.0319680012762546,0.0454609990119934,0.0307299997657537,0.0379379987716674,0.0379379987716674,85930400
IOST USD,IOST-USD,2018-01-24,0.0378260016441345,0.1364960074424743,0.0348209999501705,0.1267600059509277,0.1267600059509277,619236992
IOST USD,IOST-USD,2018-01-25,0.1258219927549362,0.1353829950094223,0.0858170017600059,0.1011580005288124,0.1011580005288124,618929984
IOST USD,IOST-USD,2018-01-26,0.1004350036382675,0.106512002646923,0.0824529975652694,0.092179998755455,0.092179998755455,177692992
IOST USD,IOST-USD,2018-01-27,0.092180997133255,0.0959910005331039,0.0869119986891746,0.0882520005106926,0.0882520005106926,101940000
IOST USD,IOST-USD,2018-01-28,0.0884009972214698,0.0891740024089813,0.0757459998130798,0.0761609971523284,0.0761609971523284,95810400
IOST USD,IOST-USD,2018-01-29,0.076494000852108,0.0812200009822845,0.0641100034117698,0.0707309991121292,0.0707309991121292,168422000
IOST USD,IOST-USD,2018-01-30,0.0704599991440773,0.0704599991440773,0.0542990006506443,0.0559840016067028,0.0559840016067028,76512800
IOST USD,IOST-USD,2018-01-31,0.0564239993691444,0.0576889999210834,0.0509329997003078,0.0557960011065006,0.0557960011065006,108212000
IOST USD,IOST-USD,2018-02-01,0.0563319995999336,0.068181000649929,0.0487169995903968,0.0544200018048286,0.0544200018048286,127018000
IOST USD,IOST-USD,2018-02-02,0.0538659989833831,0.0538659989833831,0.0381660014390945,0.0463819988071918,0.0463819988071918,98446304
IOST USD,IOST-USD,2018-02-03,0.0464890003204345,0.0498210005462169,0.0407240018248558,0.0480559989809989,0.0480559989809989,52686400
IOST USD,IOST-USD,2018-02-04,0.0480070002377033,0.0490840002894401,0.0379469990730285,0.0400660000741481,0.0400660000741481,34465800
IOST USD,IOST-USD,2018-02-05,0.0393889993429183,0.0409409999847412,0.0267009995877742,0.0292199999094009,0.0292199999094009,40203400
IOST USD,IOST-USD,2018-02-06,0.0295880008488893,0.0357390008866786,0.0243449993431568,0.0355280004441738,0.0355280004441738,57222900
IOST USD,IOST-USD,2018-02-07,0.0346480011940002,0.0400630012154579,0.0307640004903078,0.0328780002892017,0.0328780002892017,52582100
IOST USD,IOST-USD,2018-02-08,0.0327819995582103,0.0395589992403984,0.0327819995582103,0.0383829995989799,0.0383829995989799,41676500
IOST USD,IOST-USD,2018-02-09,0.0383699983358383,0.0416500009596347,0.0355499982833862,0.0413910001516342,0.0413910001516342,27286600
IOST USD,IOST-USD,2018-02-10,0.0412009991705417,0.0461950004100799,0.0375199988484382,0.0395709984004497,0.0395709984004497,48500500
IOST USD,IOST-USD,2018-02-11,0.0396150015294551,0.0396150015294551,0.0335189998149871,0.0351519994437694,0.0351519994437694,50003200
IOST USD,IOST-USD,2018-02-12,0.0353670008480548,0.0391860008239746,0.0353670008480548,0.037856001406908,0.037856001406908,26960200
IOST USD,IOST-USD,2018-02-13,0.0379000008106231,0.0386519990861415,0.0354330018162727,0.0368239991366863,0.0368239991366863,43936400
IOST USD,IOST-USD,2018-02-14,0.0368999987840652,0.0418049991130828,0.0367820002138614,0.0412510000169277,0.0412510000169277,44178200
IOST USD,IOST-USD,2018-02-15,0.0411159992218017,0.0419199988245964,0.03931700065732,0.041143998503685,0.041143998503685,38058200
IOST USD,IOST-USD,2018-02-16,0.0412040017545223,0.0443609990179538,0.0400639995932579,0.0439970009028911,0.0439970009028911,50956400
IOST USD,IOST-USD,2018-02-17,0.0442969985306263,0.0541249997913837,0.0439630001783371,0.0524839982390403,0.0524839982390403,90199904
IOST USD,IOST-USD,2018-02-18,0.0524769984185695,0.0544009990990161,0.0446150004863739,0.0459970012307167,0.0459970012307167,60928300
IOST USD,IOST-USD,2018-02-19,0.0457689985632896,0.0489670000970363,0.0457689985632896,0.0466509982943534,0.0466509982943534,46883000
IOST USD,IOST-USD,2018-02-20,0.0466840006411075,0.0478620007634162,0.0426260009407997,0.0429540015757083,0.0429540015757083,37832000
IOST USD,IOST-USD,2018-02-21,0.0428280010819435,0.043418999761343,0.0370149984955787,0.0386330001056194,0.0386330001056194,28149000
IOST USD,IOST-USD,2018-02-22,0.0386249981820583,0.0416550002992153,0.0351519994437694,0.0360979996621608,0.0360979996621608,57118000
IOST USD,IOST-USD,2018-02-23,0.0360249988734722,0.0384799987077713,0.0344050005078315,0.0373109988868236,0.0373109988868236,43966100
IOST USD,IOST-USD,2018-02-24,0.0372480005025863,0.0389220006763935,0.0343349985778331,0.0352680012583732,0.0352680012583732,22365800
IOST USD,IOST-USD,2018-02-25,0.0351779982447624,0.035946000367403,0.0328840017318725,0.0346090011298656,0.0346090011298656,32895300
IOST USD,IOST-USD,2018-02-26,0.0346079990267753,0.0361069999635219,0.0326699987053871,0.0348960012197494,0.0348960012197494,23165600
IOST USD,IOST-USD,2018-02-27,0.0349059998989105,0.0381149984896183,0.0342070013284683,0.0375789999961853,0.0375789999961853,42812900
IOST USD,IOST-USD,2018-02-28,0.0375100001692771,0.0379280000925064,0.0335110016167163,0.0335640013217926,0.0335640013217926,17705500
IOST USD,IOST-USD,2018-03-01,0.0336439982056617,0.03592000156641,0.0316210016608238,0.0347549989819526,0.0347549989819526,33971800
IOST USD,IOST-USD,2018-03-02,0.034740000963211,0.0366239994764328,0.0341020002961158,0.0344440005719661,0.0344440005719661,29294200
IOST USD,IOST-USD,2018-03-03,0.0344769991934299,0.0355979986488819,0.0340740010142326,0.0343200005590915,0.0343200005590915,24855400
IOST USD,IOST-USD,2018-03-04,0.0343099981546402,0.0346140004694461,0.0328850001096725,0.0345989987254142,0.0345989987254142,25935500
