Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-19,5.385570049285889,6.044243812561035,5.163739204406738,5.879946231842041,5.879946231842041,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-20,5.88601016998291,6.98653507232666,5.480608940124512,5.776963233947754,5.776963233947754,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-21,5.796494007110596,6.625673770904541,5.533031940460205,5.640135765075684,5.640135765075684,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-22,5.6371002197265625,6.001223087310791,5.306644916534424,5.867280006408691,5.867280006408691,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-23,5.874258995056152,7.355358123779297,5.763440132141113,6.304317951202393,6.304317951202393,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-24,6.310793876647949,6.858570098876953,5.459904193878174,6.122170925140381,6.122170925140381,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-25,6.12394380569458,6.244658946990967,5.238336086273193,5.5607590675354,5.5607590675354,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-26,5.559848785400391,6.196969985961914,5.237691879272461,5.555277824401856,5.555277824401856,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-27,5.552635192871094,5.975831031799316,5.357831001281738,5.720560073852539,5.720560073852539,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-28,5.718245029449463,6.123608112335205,5.575592994689941,5.925806045532227,5.925806045532227,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-29,5.9309401512146,6.085941791534424,5.570150852203369,5.639311790466309,5.639311790466309,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-30,5.634757041931152,5.879461765289307,0.0,5.516419887542725,5.516419887542725,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-03-31,5.512663841247559,5.573304176330566,4.878795146942139,5.301127910614014,5.301127910614014,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-04-01,5.302340984344482,5.484932899475098,4.820117950439453,5.16095781326294,5.16095781326294,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-04-02,5.164515972137451,5.542211055755615,4.860898017883301,5.153322219848633,5.153322219848633,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-04-03,5.155160903930664,5.297697067260742,4.373884201049805,4.434790134429932,4.434790134429932,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-04-04,4.446415901184082,4.840836048126221,3.903393030166626,4.29945707321167,4.29945707321167,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-04-05,4.2948899269104,4.483654022216797,3.9129459857940674,4.291254043579102,4.291254043579102,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-04-06,4.2935099601745605,4.36237382888794,3.831057071685791,4.169740200042725,4.169740200042725,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-04-07,4.154777050018311,5.036190032958984,3.64913010597229,4.454493045806885,4.454493045806885,0
İstanbul Başakşehir Fan Token USD,IBFK-USD,2021-04-08,4.429206848144531,5.59777307510376,4.308883190155029,4.911661148071289,4.911661148071289,0
